"id","prozessart","ikw","bundesland","ezg","ereignis_jahr","ereignis_monat","ereignis_Tag","punkt_x","punkt_y","WLK_ID"
26935,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Kögerlbach",2005,7,10,458734,446977,"103340"
26938,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Paltenbach",2005,5,30,469291,438423,"103374"
26939,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Mollnerbach",2005,7,10,470346,442525,"103377"
26940,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Reichramingbach",2005,5,23,483539,443728,"103248"
26941,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Reichramingbach",2005,5,23,483495,442328,"103248"
26942,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Thöllergraben",2005,7,11,476906,450100,"103194"
26943,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Paukengraben",2005,7,11,476900,450958,"103195"
26944,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Großholznergraben",2005,10,11,476717,451739,"103185"
26945,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Radochbach",2005,7,11,475757,448811,"103187"
26946,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Dambach",2005,7,11,474478,452509,"103293"
26947,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Mühlbach",2005,7,11,478913,453256,"103281"
26948,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Dambach",2005,7,11,481145,454750,"103283"
26949,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Garstenerbach",2005,7,10,479789,458178,"103115"
26950,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Fischerbach",2005,7,10,477577,460528,"103114"
26951,"Fluviatiler Feststofftransport",NA,"Vorarlberg","Verbellenbach",2005,8,22,152285,345644,"312301"
26952,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Kleinholznergraben",2005,7,11,476565,452153,"103197"
26953,"Fluviatiler Feststofftransport",NA,"Vorarlberg","Alfenz",2005,8,22,154429,364098,"307941"
26954,"Fluviatiler Feststofftransport",NA,"Tirol","Lehnbach",2005,NA,NA,218735,356528,"109492"
26955,"Fluviatiler Feststofftransport",NA,"Tirol","Hauerbach",2005,NA,NA,218939,355936,"109817"
26959,"Fluviatiler Feststofftransport",NA,"Tirol","Thorsäulenbach",2005,8,22,212154,401658,"109595"
26960,"Fluviatiler Feststofftransport",NA,"Tirol","Sababach",2005,8,24,200076,405973,"108807"
26961,"Murgang",NA,"Tirol","Gulgrabenbach",2005,8,23,169628,364852,"109436"
26962,"Fluviatiler Feststofftransport",NA,"Tirol","Steissbach",2005,8,23,166373,363435,"109837"
26964,"Fluviatiler Feststofftransport",NA,"Tirol","Malfonbach",2005,8,24,173325,364803,"109470"
26966,"Fluviatiler Feststofftransport",NA,"Tirol","Blankabach",2005,8,24,177738,356491,"109685"
26968,"Fluviatiler Feststofftransport",NA,"Tirol","Fimbabach",2005,8,22,169061,350163,"109701"
26969,"Fluviatiler Feststofftransport",NA,"Tirol","Kaiserbach",2005,8,22,169675,375565,"108885"
26970,"Fluviatiler Feststofftransport",NA,"Tirol","Gmeindbach",2005,8,22,170212,376325,"108818"
26971,"Fluviatiler Feststofftransport",NA,"Tirol","Schlänzebach",2005,8,22,171377,376811,"154415"
26972,"Fluviatiler Feststofftransport",NA,"Tirol","Höhenbach",2005,9,22,173815,377906,"110218"
26973,"Fluviatiler Feststofftransport",NA,"Tirol","Sulzlbach",2005,8,22,175989,377467,"108907"
26974,"Fluviatiler Feststofftransport",NA,"Tirol","Modertalbach",2005,8,22,177576,378634,"109049"
26976,"Fluviatiler Feststofftransport",NA,"Tirol","Griesbach",2005,8,22,183124,381311,"110482"
26977,"Fluviatiler Feststofftransport",NA,"Tirol","Sessladbach",2005,8,22,173907,354609,"109787"
26978,"Fluviatiler Feststofftransport",NA,"Tirol","Diasbach",2005,8,23,175717,355667,"109714"
26981,"Fluviatiler Feststofftransport",NA,"Tirol","Inn. Nederbach",2005,8,22,181036,357027,"109403"
26985,"Fluviatiler Feststofftransport",NA,"Tirol","Starkenbach",2005,8,22,195450,369366,"109426"
26986,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Trattenbach",2005,7,11,475610,447593,"103188"
26987,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Pechgraben",2005,5,23,487543,448898,"103277"
26989,"Fluviatiler Feststofftransport",NA,"Steiermark","Feisterbach",2005,7,25,445160,365301,"105101"
26990,"Fluviatiler Feststofftransport",NA,"Steiermark","Hollerbergbach",2005,7,26,450056,365886,"105789"
26992,"Murgang",NA,"Steiermark","Rötschbach",2005,7,18,556612,369784,"105791"
26993,"Fluviatiler Feststofftransport",NA,"Steiermark","Rötschbach",2005,7,30,556608,369783,"105791"
26994,"Fluviatiler Feststofftransport",NA,"Steiermark","Marktbach",2005,7,30,556862,370667,"105790"
26995,"Fluviatiler Feststofftransport",NA,"Steiermark","Schöcklbach",2005,7,30,564226,374830,"105705"
26996,"Fluviatiler Feststofftransport",NA,"Steiermark","Moderbach",2005,7,30,563957,374741,"105454"
26997,"Fluviatiler Feststofftransport",NA,"Steiermark","Weizbach",2005,7,30,571235,374669,"105398"
26998,"Fluviatiler Feststofftransport",NA,"Steiermark","Moderbach",2005,8,21,563568,379952,"105454"
26999,"Fluviatiler Feststofftransport",NA,"Steiermark","Moderbach",2005,8,21,560536,380024,"105454"
27000,"Fluviatiler Feststofftransport",NA,"Steiermark","Raab",2005,8,21,565250,381903,"105444"
27001,"Fluviatiler Feststofftransport",NA,"Steiermark","Tyrnauerbach",2005,8,20,557473,381433,"106336"
27002,"Fluviatiler Feststofftransport",NA,"Steiermark","Tyrnauerbach",2005,8,21,551243,376447,"106336"
27003,"Fluviatiler Feststofftransport",NA,"Steiermark","Lieschenbach",2005,8,21,551739,308555,"106510"
27004,"Fluviatiler Feststofftransport",NA,"Steiermark","Naintschbach",2005,8,21,573884,383103,"105443"
27005,"Fluviatiler Feststofftransport",NA,"Steiermark","Gremlbach",2005,8,21,577611,384168,"107019"
27006,"Fluviatiler Feststofftransport",NA,"Tirol","Stubenbach",2005,8,22,187106,345067,"109767"
27007,"Fluviatiler Feststofftransport",NA,"Steiermark","Grubbach",2005,8,21,577635,373667,"106917"
27008,"Fluviatiler Feststofftransport",NA,"Vorarlberg","Sennauerbach",2005,8,23,151049,383034,"302741"
27010,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Gießenbach",2006,4,NA,514973,485842,"143705"
27011,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Reifgraben",2006,4,26,444644,444580,"102927"
27013,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Lidauergraben",2006,4,26,447481,445210,"102830"
27016,"Fluviatiler Feststofftransport",NA,"Tirol","Larsennbach",2005,8,23,198532,370657,"109376"
27017,"Fluviatiler Feststofftransport",NA,"Tirol","Schnannerbach",2005,8,22,176149,365729,"109713"
27019,"Murgang",NA,"Oberösterreich","Schlömmergraben",2006,6,3,422890,411567,"103057"
27020,"Fluviatiler Feststofftransport",NA,"Kärnten","Feistritzbach im Görtschitztal",2006,6,16,493271,322084,"107792"
27021,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Kolmbauernbach",2006,6,29,413150,435623,"103223"
27025,"Murgang",NA,"Oberösterreich","Teufelsgraben",2006,6,29,436137,441680,"102954"
27026,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Kothbach",2006,6,29,440489,446729,"102857"
27028,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Goiserer Weißenbach",2005,7,10,420570,418204,"103045"
27029,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Groißbach",2005,7,10,431335,448954,"102859"
27030,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Steinbach",2005,5,30,430935,451122,"102720"
27031,"Fluviatiler Feststofftransport",NA,"Steiermark","Gumpenbach",2006,5,19,435040,389610,"104953"
27032,"Murgang",NA,"Steiermark","Talbach",2006,6,19,430358,383024,"105210"
27033,"Fluviatiler Feststofftransport",NA,"Steiermark","Ewisgraben",2006,6,19,459408,398408,"104640"
27034,"Fluviatiler Feststofftransport",NA,"Steiermark","Zieselgraben",2006,6,19,437113,390117,"104979"
27035,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Laudach",2006,6,29,438476,444742,"138884"
27036,"Murgang",NA,"Kärnten","Runse Friesach",2006,7,12,481685,339256,"195254"
27037,"Murgang",NA,"Salzburg","Mitterhohenbrambergergraben",2006,7,12,321558,373474,"104318"
27039,"Fluviatiler Feststofftransport",NA,"Salzburg","Schwarzaubach",2006,6,22,387487,432739,"104098"
27040,"Murgang",NA,"Oberösterreich","Kolmbauernbach",2006,7,9,413143,435625,"103223"
27043,"Fluviatiler Feststofftransport",NA,"Kärnten","Pressingbach im Lavanttal",2006,7,14,521137,329194,"107774"
27044,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Möstlbach",2006,7,9,405109,437481,"102634"
27050,"Murgang",NA,"Steiermark","Tuffgraben",2006,7,23,479155,408834,"107392"
27051,"Fluviatiler Feststofftransport",NA,"Steiermark","Büschendorferbach",2006,6,29,478936,403459,"107475"
27052,"Fluviatiler Feststofftransport",NA,"Steiermark","Büschendorferbach",2006,6,27,480007,403445,"107475"
27053,"Fluviatiler Feststofftransport",NA,"Steiermark","Löffelmacherbach",2006,6,27,478929,403371,"107469"
27054,"Fluviatiler Feststofftransport",NA,"Steiermark","Löffelmacherbach",2006,6,29,478922,403403,"107469"
27057,"Fluviatiler Feststofftransport",NA,"Steiermark","Steinachergraben",2006,6,27,479420,403569,"104511"
27058,"Fluviatiler Feststofftransport",NA,"Steiermark","Singerbach",2006,6,27,479675,403417,"104515"
27059,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Pechgraben",2006,6,29,489735,447942,"103277"
27060,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Neustiftbach",2006,6,29,494084,448116,"103265"
27061,"Murartiger Feststofftransport",NA,"Kärnten","Leitnerbach im Mölltal",2006,7,29,372616,330098,"107696"
27062,"Murartiger Feststofftransport",NA,"Kärnten","Tresdorferbach im Mölltal",2006,7,28,373779,330801,"107718"
27063,"Murgang",NA,"Tirol","Grobentalbach",2006,7,28,242875,354952,"144175"
27064,"Fluviatiler Feststofftransport",NA,"Tirol","Burgerbach",2006,7,25,254203,348078,"109962"
27065,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Schlömmergraben",2006,8,7,422949,411607,"103057"
27067,"Murgang",NA,"Tirol","Mischbach",2006,7,22,242459,354425,"149975"
27068,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Rindbach",2006,8,7,434422,434245,"102983"
27071,"Murgang",NA,"Tirol","Mischbach",2006,7,22,242459,354425,"149975"
27106,"Fluviatiler Feststofftransport",NA,"Kärnten","Erzbergerbach",2006,6,22,512809,340079,"108560"
27108,"Fluviatiler Feststofftransport",NA,"Kärnten","Mauterndorferbach",2006,6,22,513859,338978,"108561"
27109,"Fluviatiler Feststofftransport",NA,"Kärnten","Schieflingbach",2006,6,22,514169,337642,"108563"
27110,"Fluviatiler Feststofftransport",NA,"Kärnten","Feistritzbach im Lavanttal",2006,6,22,511192,341183,"108558"
27111,"Fluviatiler Feststofftransport",NA,"Kärnten","Frassbach",2006,7,22,520463,331352,"107533"
27112,"Murgang",NA,"Kärnten","Pressingbach im Lavanttal",2006,7,22,521088,329189,"107774"
27115,"Fluviatiler Feststofftransport",NA,"Kärnten","Rossbach im Metnitztal",2006,6,29,472358,343052,"108506"
27116,"Murgang",NA,"Oberösterreich","Schlömmergraben",2006,9,19,423000,411642,"103057"
27117,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Goiserer Weißenbach",2006,11,14,420539,418169,"103045"
27072,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Frauenweißenbach",2006,8,7,432425,427970,"102992"
27073,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Schobersteingraben",2006,8,7,429467,430594,"103010"
27074,"Murgang",NA,"Tirol","Mischbach",2006,7,22,242464,354424,"149975"
27078,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Aurach",2006,8,7,423606,438390,"102815"
27080,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Hammergraben",2006,8,7,495589,435047,"103101"
27081,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Krumme Steyrling",2006,8,7,474215,442949,"103379"
27082,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Paltenbach",2006,8,7,468862,436006,"103374"
27083,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Steyrlingbach",2006,8,7,458829,434033,"103393"
27084,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Dambach",2006,7,21,483191,421720,"103136"
27085,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Laussabach",2006,7,21,485205,421561,"103359"
27086,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Goiserer Weißenbach",2006,8,7,420443,418141,"103045"
27087,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Dietlbach",2006,8,7,408117,427759,"102854"
27088,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Karbach",2006,8,7,435608,436958,"102949"
27089,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Laudach",2006,8,7,440193,446825,"138884"
27090,"Murartiger Feststofftransport",NA,"Kärnten","Hüblerbach",2006,7,22,508129,345756,"108585"
27091,"Fluviatiler Feststofftransport",NA,"Kärnten","Roßbach",2006,7,22,508406,349192,"106271"
27092,"Fluviatiler Feststofftransport",NA,"Kärnten","Krankelbauerbachl",2006,7,22,507047,347070,"108583"
27093,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Krendlbach",2006,8,7,445072,442669,"102825"
27094,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Sandbauerngraben",2006,6,26,462225,428000,"103414"
27095,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Hinterer Rettenbach",2006,8,7,471030,428373,"103354"
27096,"Fluviatiler Feststofftransport",NA,"Kärnten","Stockenboierbach",2006,7,28,417069,314169,"108445"
27097,"Fluviatiler Feststofftransport",NA,"Kärnten","Stockenboierbach",2006,7,28,416643,314217,"108445"
27098,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Stiedelsbach",2006,6,29,481632,449092,"103261"
27099,"Fluviatiler Feststofftransport",NA,"Steiermark","Bärntalbach",2006,6,19,573803,418047,"106502"
27100,"Fluviatiler Feststofftransport",NA,"Steiermark","Dobreinbach",2006,7,4,561209,421405,"104826"
27101,"Fluviatiler Feststofftransport",NA,"Steiermark","Glinitzbach",2006,7,22,531568,401570,"106589"
27102,"Fluviatiler Feststofftransport",NA,"Steiermark","Wohntalbach",2006,7,22,531457,402924,"106587"
27103,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Frauenweißenbach",2005,7,10,432456,428128,"102992"
27105,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Luderbach",2005,5,30,431137,450421,"102858"
27118,"Fluviatiler Feststofftransport",NA,"Kärnten","Schrackbach",2006,6,29,492171,326434,"107851"
27119,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Goiserer Weißenbach",2006,9,19,420506,418154,"103045"
27120,"Fluviatiler Feststofftransport",NA,"Steiermark","Gamsbach",2006,6,27,511932,419995,"105170"
27121,"Fluviatiler Feststofftransport",NA,"Steiermark","Eßlingbach",2006,6,27,502498,424628,"107211"
27123,"Fluviatiler Feststofftransport",NA,"Steiermark","Schäffernbach",2006,6,17,608953,402531,"104647"
27125,"Fluviatiler Feststofftransport",NA,"Steiermark","Nießnitzbach",2006,6,19,580379,402337,"104528"
27127,"Fluviatiler Feststofftransport",NA,"Steiermark","Nießnitzbach",2006,6,29,580530,402328,"104528"
27129,"Fluviatiler Feststofftransport",NA,"Steiermark","Zitollerbach",2006,6,29,550973,369740,"105793"
27130,"Murartiger Feststofftransport",NA,"Steiermark","Rachauer Bach",2006,6,28,520568,368486,"105760"
27131,"Murartiger Feststofftransport",NA,"Steiermark","Rachauer Bach",2006,7,23,520565,368470,"105760"
27133,"Murartiger Feststofftransport",NA,"Steiermark","Möschitzbach",2006,7,22,493781,364491,"105880"
27134,"Murartiger Feststofftransport",NA,"Steiermark","Feistritzbach",2006,6,22,496046,363469,"105916"
27136,"Fluviatiler Feststofftransport",NA,"Steiermark","Pöneggbach",2006,6,16,546669,399383,"104632"
27137,"Fluviatiler Feststofftransport",NA,"Steiermark","Parschlugerbach",2006,6,16,547617,399392,"104635"
27138,"Fluviatiler Feststofftransport",NA,"Steiermark","Steingrabenbach",2006,6,19,576138,413707,"106570"
27139,"Fluviatiler Feststofftransport",NA,"Steiermark","Ganzbach",2006,6,19,575282,412795,"107359"
27140,"Fluviatiler Feststofftransport",NA,"Steiermark","Kleiner Rötzgraben",2006,6,22,526284,399865,"104657"
27143,"Fluviatiler Feststofftransport",NA,"Steiermark","Allerheiligenbach",2006,6,22,497713,371561,"105656"
27144,"Fluviatiler Feststofftransport",NA,"Steiermark","Roßbach",2006,7,22,508130,349291,"106271"
27146,"Fluviatiler Feststofftransport",NA,"Steiermark","Reiflingbach",2006,6,22,501102,362352,"105991"
27147,"Fluviatiler Feststofftransport",NA,"Steiermark","Hagenbauerbach",2006,7,22,503514,353946,"106979"
27148,"Fluviatiler Feststofftransport",NA,"Steiermark","Kathalbach",2006,7,22,505143,355031,"106194"
27149,"Fluviatiler Feststofftransport",NA,"Steiermark","Lauslingbach",2006,7,22,507019,351854,"106985"
27150,"Fluviatiler Feststofftransport",NA,"Steiermark","Kapellenbach",2006,7,22,503301,356567,"106181"
27151,"Fluviatiler Feststofftransport",NA,"Steiermark","Oberwegbach",2006,7,22,499296,362696,"106948"
27154,"Fluviatiler Feststofftransport",NA,"Kärnten","Erzbergerbach",2007,6,14,513994,341052,"108560"
27155,"Murartiger Feststofftransport",NA,"Kärnten","Feistritzbach im Lavanttal",2007,6,14,513172,342734,"108558"
27157,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Schlömmergraben",2007,6,21,422970,411618,"103057"
27158,"Fluviatiler Feststofftransport",NA,"Kärnten","Vellachbach im Metnitztal",2007,6,20,467388,342535,"107867"
27159,"Fluviatiler Feststofftransport",NA,"Kärnten","Erzbergerbach",2007,6,14,513745,340924,"108560"
27160,"Fluviatiler Feststofftransport",NA,"Kärnten","Erzbergerbach",2007,6,14,512751,340048,"108560"
27161,"Murgang",NA,"Tirol","Hopfgartnergraben",2007,6,21,338501,336106,"108834"
27163,"Fluviatiler Feststofftransport",NA,"Kärnten","Feistritzbach im Lavanttal",2007,6,14,513424,342739,"108558"
27167,"Murgang",NA,"Oberösterreich","Teufelsgraben",2007,7,19,436105,441671,"102954"
27170,"Murgang",NA,"Oberösterreich","Gosaubach",2007,8,14,421199,410069,"102946"
27172,"Fluviatiler Feststofftransport",NA,"Kärnten","Unteralpenbach",2007,8,14,463540,342051,"107877"
27173,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Bertlgraben",2007,8,19,462938,435748,"103372"
27174,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Effertsbach",2007,8,19,464401,437530,"103373"
27175,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Paltenbach",2007,8,19,468022,438803,"103374"
27176,"Fluviatiler Feststofftransport",NA,"Tirol","Leisacher Almbach",2007,8,7,351662,321018,"110563"
27178,"Fluviatiler Feststofftransport",NA,"Kärnten","Wöbringbach",2007,8,14,464766,342546,"107878"
27179,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Trambach",2007,7,19,443439,444685,"102856"
27180,"Fluviatiler Feststofftransport",NA,"Kärnten","Runse Wadlitz",2007,8,14,464353,342421,"191054"
27181,"Fluviatiler Feststofftransport",NA,"Kärnten","Priewaldbach",2007,8,14,467623,350249,"107859"
27183,"Murgang",NA,"Salzburg","Limbergbach",2007,9,7,357625,377766,"104306"
27184,"Murgang",NA,"Salzburg","Brandenauerbach",2007,9,7,367444,379039,"104182"
27227,"Murartiger Feststofftransport",NA,"Tirol","Wartschenbach",2008,6,29,359209,326881,"109016"
27228,"Murartiger Feststofftransport",NA,"Tirol","Laimacher Bach",2008,7,1,288892,369778,"109297"
27230,"Fluviatiler Feststofftransport",NA,"Tirol","Bruchbach",2008,7,1,288105,368142,"109138"
27351,"Fluviatiler Feststofftransport",NA,"Steiermark","Radmerbach",2008,7,24,507349,405919,"107352"
27414,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Effertsbach",2009,7,5,464548,437546,"103373"
27415,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Paltenbach",2009,7,5,466037,439214,"103374"
27607,"Murgang",NA,"Kärnten","Klausengraben",2009,8,21,447562,309129,"107610"
27608,"Fluviatiler Feststofftransport",NA,"Kärnten","Ulrichsgraben",2009,8,22,447970,309280,"107613"
27609,"Fluviatiler Feststofftransport",NA,"Kärnten","Klebensteinerbach",2009,8,22,449518,310619,"107618"
