"id","prozessart","ikw","bundesland","ezg","ereignis_jahr","ereignis_monat","ereignis_Tag","punkt_x","punkt_y","WLK_ID"
4790,"Murgang","Mittel","Steiermark","Utschbach",1982,NA,NA,542002,387638,"105237"
4792,"Murgang","Extrem","Steiermark","Mühlbach",1982,5,28,544252,388978,"105273"
4793,"Fluviatiler Feststofftransport","Stark","Steiermark","Mühlbach",1982,10,6,544252,388978,"105273"
4794,"Murgang","Mittel","Steiermark","Utschbach",1982,8,NA,542926,388496,"105237"
4805,"Murgang","Stark","Steiermark","Moschergraben",1997,6,16,553378,384136,"105468"
4806,"Fluviatiler Feststofftransport","Extrem","Steiermark","Bärenschützbach",1997,9,6,559916,385374,"105366"
4811,"Murartiger Feststofftransport","Stark","Steiermark","Bärenschützbach",1997,9,6,559916,385374,"105366"
4833,"Murgang","Gering","Steiermark","Ilgnerbach",1980,NA,NA,534732,411295,"106810"
4838,"Fluviatiler Feststofftransport",NA,"Steiermark","Ilgnerbach",1998,10,7,534732,411295,"106810"
4864,"Murgang",NA,"Steiermark","Faschingtalbach",1997,6,17,536779,406711,"107129"
4872,"Fluviatiler Feststofftransport","Mittel","Steiermark","Mürzgrabenbach",1996,6,10,554517,404742,"104504"
4874,"Fluviatiler Feststofftransport",NA,"Steiermark","Lammerbach",1989,NA,NA,555496,403250,"104589"
4875,"Fluviatiler Feststofftransport","Stark","Steiermark","Lammerbach",1989,7,11,555496,403250,"104589"
4909,"Murgang","Stark","Steiermark","Fölzbach",1987,7,15,543326,407524,"107269"
4913,"Fluviatiler Feststofftransport",NA,"Steiermark","Fölzbach",1994,NA,NA,542036,405399,"107269"
4914,"Fluviatiler Feststofftransport","Stark","Steiermark","Fölzbach",1983,6,2,545069,409577,"107269"
4927,"Fluviatiler Feststofftransport","Stark","Steiermark","Göriachbach",1983,6,2,550543,409947,"106577"
4931,"Fluviatiler Feststofftransport",NA,"Steiermark","Sebastianibach",1983,6,7,551681,407221,"106584"
4933,"Fluviatiler Feststofftransport",NA,"Steiermark","Augraben",1995,NA,NA,517852,407074,"107471"
4943,"Murgang","Mittel","Steiermark","Großer Fölzbach",1993,7,6,514632,406112,"107476"
4946,"Fluviatiler Feststofftransport",NA,"Steiermark","Ramsaubach",1991,NA,NA,513952,402862,"104492"
4947,"Fluviatiler Feststofftransport",NA,"Steiermark","Ramsaubach",1991,NA,NA,512898,402462,"104492"
4951,"Murgang","Stark","Steiermark","Gößgraben",1991,7,31,519323,396988,"104656"
4952,"Murartiger Feststofftransport","Mittel","Steiermark","Gößgraben",1997,7,7,519323,396988,"104656"
4970,"Fluviatiler Feststofftransport","Extrem","Steiermark","Trattningbach",1986,NA,NA,525858,397468,"104755"
4974,"Fluviatiler Feststofftransport","Stark","Steiermark","Schwabergbachl",2003,7,31,526432,395117,"104897"
4983,"Fluviatiler Feststofftransport",NA,"Steiermark","Kajetangraben",1998,NA,NA,528363,394860,"104928"
4986,"Fluviatiler Feststofftransport","Mittel","Steiermark","Ochsengrabenbach",1998,7,31,529467,394098,"104941"
4991,"Murgang","Extrem","Steiermark","Bengergrabenbach",1982,9,21,530136,394431,"104918"
4992,"Murartiger Feststofftransport","Stark","Steiermark","Bengergrabenbach",1998,7,31,530136,394431,"104918"
4994,"Fluviatiler Feststofftransport",NA,"Steiermark","Kaintalbach",1982,NA,NA,530769,395025,"104866"
4995,"Fluviatiler Feststofftransport",NA,"Steiermark","Kaintalbach",1998,NA,NA,530769,395025,"104866"
5042,"Fluviatiler Feststofftransport",NA,"Steiermark","Kammerschlößlbach",2000,NA,NA,517294,390538,"105153"
5052,"Fluviatiler Feststofftransport","Mittel","Steiermark","Leisingbach",1989,7,11,519748,378275,"105487"
5068,"Murgang",NA,"Steiermark","Schladnitzbach",1982,5,28,535903,380678,"105438"
5070,"Fluviatiler Feststofftransport","Gering","Steiermark","Schladnitzbach",1985,5,7,535903,380678,"105438"
5074,"Fluviatiler Feststofftransport",NA,"Steiermark","Talbach",1982,10,6,528730,387284,"106881"
5075,"Fluviatiler Feststofftransport",NA,"Steiermark","Talbach",1982,8,13,528730,387284,"106881"
5085,"Fluviatiler Feststofftransport",NA,"Steiermark","Gößbach",1985,5,7,538568,383436,"105367"
5088,"Murgang",NA,"Steiermark","Moritzbachl",1981,8,3,535052,386697,"105354"
5105,"Murartiger Feststofftransport",NA,"Steiermark","Nennersdorferbach",1981,8,3,534535,387317,"106872"
5142,"Fluviatiler Feststofftransport",NA,"Steiermark","Leitzgrabenbach",1999,NA,NA,513552,390549,"106611"
5165,"Fluviatiler Feststofftransport",NA,"Steiermark","Prolebbach",1989,8,17,535463,391536,"105151"
5166,"Fluviatiler Feststofftransport",NA,"Steiermark","Prolebbach",1993,8,8,535463,391536,"105151"
5169,"Murgang",NA,"Steiermark","Radmerbach",1991,7,28,508415,404374,"107352"
5170,"Murgang",NA,"Steiermark","Radmerbach",1991,8,31,508415,404374,"107352"
5171,"Murgang",NA,"Steiermark","Radmerbach",1991,7,28,503622,402082,"107352"
5172,"Murgang",NA,"Steiermark","Radmerbach",1991,7,31,503622,402082,"107352"
5173,"Murgang",NA,"Steiermark","Radmerbach",1991,7,28,505229,404311,"107352"
5174,"Murgang",NA,"Steiermark","Radmerbach",1991,7,31,505229,404311,"107352"
5178,"Fluviatiler Feststofftransport",NA,"Steiermark","Radmerbach",1982,7,28,506018,405993,"107352"
5179,"Murgang",NA,"Steiermark","Radmerbach",1991,7,28,506018,405993,"107352"
5180,"Murgang",NA,"Steiermark","Radmerbach",1991,7,31,506018,405993,"107352"
5181,"Murgang",NA,"Steiermark","Radmerbach",1993,6,6,506018,405993,"107352"
5182,"Murgang","Stark","Steiermark","Radmerbach",1997,7,8,502885,403001,"107352"
5204,"Murgang","Mittel","Steiermark","Radmerbach",1980,8,5,505184,405526,"107352"
5205,"Murgang","Mittel","Steiermark","Radmerbach",1982,6,26,505184,405526,"107352"
5206,"Murgang",NA,"Steiermark","Radmerbach",1982,7,28,505184,405526,"107352"
5207,"Murgang",NA,"Steiermark","Radmerbach",1991,7,28,505184,405526,"107352"
5208,"Murgang",NA,"Steiermark","Radmerbach",1991,7,31,505184,405526,"107352"
5209,"Murgang","Mittel","Steiermark","Radmerbach",1993,6,9,505184,405526,"107352"
5255,"Murgang","Mittel","Steiermark","Kleiner Rötzgraben",1982,8,13,525968,399995,"104657"
5256,"Fluviatiler Feststofftransport","Mittel","Steiermark","Kleiner Rötzgraben",1982,10,NA,525968,399995,"104657"
5269,"Fluviatiler Feststofftransport",NA,"Steiermark","Altenbergerbach",2003,NA,NA,574090,424770,"104670"
5271,"Murgang",NA,"Steiermark","Lohmbach",2003,6,NA,572189,423561,"104815"
5278,"Fluviatiler Feststofftransport",NA,"Steiermark","Greitherbach",1981,NA,NA,571915,420694,"105992"
5287,"Fluviatiler Feststofftransport",NA,"Steiermark","Ganzbach",2000,NA,NA,576936,411063,"107359"
5289,"Fluviatiler Feststofftransport",NA,"Steiermark","Ganzbach",2003,NA,NA,576309,412371,"107359"
5297,"Fluviatiler Feststofftransport",NA,"Steiermark","Raxenbach",1991,NA,NA,576828,419434,"106638"
5299,"Fluviatiler Feststofftransport",NA,"Steiermark","Raxenbach",1982,NA,NA,576100,420747,"106638"
5300,"Murgang","Stark","Steiermark","Kindtalbach",1989,7,11,559677,405872,"107502"
5323,"Fluviatiler Feststofftransport","Stark","Steiermark","Massingbach",1985,NA,NA,566300,413317,"106791"
5329,"Fluviatiler Feststofftransport","Stark","Steiermark","Rittisbach",1985,7,19,564892,409566,"107428"
5330,"Fluviatiler Feststofftransport","Mittel","Steiermark","Rittisbach",1989,7,9,564892,409566,"107428"
5331,"Fluviatiler Feststofftransport",NA,"Steiermark","Rittisbach",1990,6,28,564892,409566,"107428"
5332,"Fluviatiler Feststofftransport","Extrem","Steiermark","Rittisbach",1994,8,8,564892,409566,"107428"
5360,"Fluviatiler Feststofftransport","Gering","Steiermark","Berghausbach",1989,NA,NA,564035,404538,"104569"
5365,"Fluviatiler Feststofftransport",NA,"Steiermark","Sonnleitgraben",1995,8,NA,562899,407609,"104488"
5366,"Fluviatiler Feststofftransport",NA,"Steiermark","Teufelsgraben",1995,8,NA,562801,408014,"107517"
5372,"Fluviatiler Feststofftransport",NA,"Steiermark","Mürzgrabenbach",1996,6,10,555152,401004,"104504"
5378,"Fluviatiler Feststofftransport",NA,"Steiermark","Kolmersbach",1992,11,22,562125,423608,"105203"
5387,"Murgang",NA,"Steiermark","Dobreinbach",1992,NA,NA,557861,422112,"104826"
5391,"Fluviatiler Feststofftransport","Mittel","Steiermark","Rettenbach",1982,6,26,565767,420191,"106047"
5425,"Fluviatiler Feststofftransport",NA,"Steiermark","Lichtenbach",1982,6,26,570911,420701,"105615"
5509,"Fluviatiler Feststofftransport","Mittel","Steiermark","Fochnitzbach",2005,8,21,566797,398568,"104694"
5782,"Fluviatiler Feststofftransport",NA,"Steiermark","Breitenauerbach",1986,8,1,563170,389235,"105186"
5783,"Murgang",NA,"Steiermark","Breitenauerbach",1991,7,13,563170,389235,"105186"
5798,"Fluviatiler Feststofftransport",NA,"Steiermark","Edelsdorferbach",2005,NA,NA,560631,398317,"104786"
5800,"Fluviatiler Feststofftransport","Gering","Steiermark","Teichenbach",2004,8,6,507663,395200,"106593"
5933,"Fluviatiler Feststofftransport","Mittel","Steiermark","Hagenbauerbach",2006,7,22,503851,354130,"106979"
5934,"Fluviatiler Feststofftransport","Mittel","Steiermark","Kathalbach",2006,7,22,505817,354649,"106194"
5935,"Fluviatiler Feststofftransport","Mittel","Steiermark","Roßbach",2006,7,22,508851,349712,"106271"
5936,"Fluviatiler Feststofftransport","Mittel","Steiermark","Lauslingbach",2006,7,22,509034,353704,"106985"
5937,"Fluviatiler Feststofftransport","Mittel","Steiermark","Kapellenbach",2006,7,22,503407,356514,"106181"
5939,"Fluviatiler Feststofftransport","Stark","Steiermark","Kathalbach",2008,7,26,505817,354649,"106194"
5940,"Fluviatiler Feststofftransport",NA,"Steiermark","Kathalbach",2000,7,23,505817,354649,"106194"
5943,"Murgang","Mittel","Steiermark","Kapellenbach",2000,7,23,503407,356514,"106181"
5944,"Fluviatiler Feststofftransport","Stark","Steiermark","Hörmayerbach",2005,7,26,504918,352798,"106251"
5945,"Fluviatiler Feststofftransport","Stark","Steiermark","Hörmayerbach",2005,8,26,504918,352798,"106251"
5946,"Fluviatiler Feststofftransport","Mittel","Steiermark","Hagenbauerbach",2005,7,26,503851,354130,"106979"
5947,"Fluviatiler Feststofftransport","Mittel","Steiermark","Hagenbauerbach",2005,8,26,503851,354130,"106979"
5948,"Fluviatiler Feststofftransport","Stark","Steiermark","Kathalbach",2005,8,26,505817,354649,"106194"
5949,"Fluviatiler Feststofftransport","Stark","Steiermark","Kieslinggrabenbach",2005,7,26,504366,353614,"106228"
5950,"Fluviatiler Feststofftransport","Stark","Steiermark","Kieslinggrabenbach",2005,8,26,504366,353614,"106228"
5951,"Fluviatiler Feststofftransport","Stark","Steiermark","Lauslingbach",2005,7,26,507001,351817,"106985"
5952,"Fluviatiler Feststofftransport","Stark","Steiermark","Lauslingbach",2005,8,26,507001,351817,"106985"
5953,"Fluviatiler Feststofftransport","Mittel","Steiermark","Tulhupferbach",2005,7,26,504832,353423,"106239"
5954,"Fluviatiler Feststofftransport","Mittel","Steiermark","Tulhupferbach",2005,8,26,504832,353423,"106239"
5973,"Fluviatiler Feststofftransport","Gering","Steiermark","Kienbergbach",1983,6,9,501067,356481,"107237"
5974,"Fluviatiler Feststofftransport","Mittel","Steiermark","Kienbergbach",1995,7,28,501067,356481,"107237"
5975,"Fluviatiler Feststofftransport",NA,"Steiermark","Kienbergbach",1995,8,24,501067,356481,"107237"
5976,"Fluviatiler Feststofftransport","Mittel","Steiermark","Kienbergbach",1997,6,11,501067,356481,"107237"
5977,"Fluviatiler Feststofftransport","Stark","Steiermark","Kienbergbach",2000,7,23,501067,356481,"107237"
5978,"Fluviatiler Feststofftransport","Mittel","Steiermark","Pichlerbach",2000,7,23,503402,355642,"107098"
5979,"Fluviatiler Feststofftransport","Mittel","Steiermark","Kapellenbach",2000,7,23,503407,356514,"106181"
5985,"Fluviatiler Feststofftransport","Mittel","Steiermark","Bretsteinbach",1998,7,31,478861,384617,"105169"
5991,"Fluviatiler Feststofftransport","Mittel","Steiermark","Bretsteinbach",1998,8,4,478861,384617,"105169"
5995,"Fluviatiler Feststofftransport","Stark","Steiermark","Bretsteinbach",2008,7,29,478861,384617,"105169"
5996,"Fluviatiler Feststofftransport","Gering","Steiermark","Bretsteinbach",2008,7,31,478861,384617,"105169"
6003,"Fluviatiler Feststofftransport","Mittel","Steiermark","Klammbach",1992,9,NA,483999,381684,"105389"
6005,"Fluviatiler Feststofftransport",NA,"Steiermark","Steinkellnerbach",1988,NA,NA,478585,385395,"105383"
6009,"Fluviatiler Feststofftransport","Mittel","Steiermark","Granitzenbach",2002,7,15,496432,354466,"107074"
6010,"Fluviatiler Feststofftransport","Mittel","Steiermark","Tanauerbach",2002,7,15,509233,361201,"106059"
6011,"Fluviatiler Feststofftransport","Mittel","Steiermark","Gopitzbach",2002,7,15,510391,359424,"106067"
6012,"Fluviatiler Feststofftransport","Mittel","Steiermark","Hochwieserbach",2002,7,15,510391,359424,"106081"
6014,"Fluviatiler Feststofftransport","Mittel","Steiermark","Mittergrabenbach",2002,7,15,508311,361823,"106033"
6017,"Fluviatiler Feststofftransport",NA,"Steiermark","Kothbach",2001,7,16,513901,355673,"107243"
6020,"Fluviatiler Feststofftransport","Mittel","Steiermark","Mittergrabenbach",1999,7,NA,508311,361823,"106033"
6021,"Fluviatiler Feststofftransport",NA,"Steiermark","Mittergrabenbach",2001,7,16,508311,361823,"106033"
6022,"Fluviatiler Feststofftransport",NA,"Steiermark","Tanauerbach",2001,7,16,509233,361201,"106059"
6023,"Fluviatiler Feststofftransport",NA,"Steiermark","Gopitzbach",2001,7,16,510391,359424,"106067"
6024,"Fluviatiler Feststofftransport",NA,"Steiermark","Hochwieserbach",2001,7,16,510704,360601,"106081"
6036,"Murartiger Feststofftransport","Mittel","Steiermark","Rattenbergerbach",1985,7,15,503382,371612,"105706"
6045,"Fluviatiler Feststofftransport","Gering","Steiermark","Fuchsbach",1997,NA,NA,510553,362851,"106958"
6047,"Fluviatiler Feststofftransport","Gering","Steiermark","Mittergrabenbach",1991,NA,NA,508224,361562,"106033"
6048,"Fluviatiler Feststofftransport","Mittel","Steiermark","Mittergrabenbach",2002,7,16,508224,361562,"106033"
6049,"Fluviatiler Feststofftransport","Gering","Steiermark","Tischlerbach",1999,NA,NA,503274,362844,"158209"
6050,"Fluviatiler Feststofftransport","Gering","Steiermark","Unterthannerbach",1998,8,5,510606,364691,"105964"
6053,"Fluviatiler Feststofftransport","Gering","Steiermark","Wöllmerdorferbach",1990,NA,NA,503030,363180,"158249"
6060,"Murartiger Feststofftransport",NA,"Steiermark","Oberwegbach",2003,7,23,498465,361484,"106948"
6063,"Fluviatiler Feststofftransport","Mittel","Steiermark","Gföllbach",1998,7,23,479667,370881,"105617"
6069,"Murartiger Feststofftransport","Stark","Steiermark","Zeiringbach",1998,7,23,481514,373690,"105621"
6073,"Murgang","Gering","Steiermark","Breitwieserbach",1985,NA,NA,497347,366644,"105844"
6277,"Fluviatiler Feststofftransport","Gering","Steiermark","Wastl am Eck-Bach",1983,NA,NA,502942,361274,"106953"
6283,"Fluviatiler Feststofftransport",NA,"Steiermark","Mitterbach",2005,NA,NA,523673,370522,"107197"
6289,"Fluviatiler Feststofftransport",NA,"Steiermark","Rachauer Bach",2005,NA,NA,521128,368105,"105760"
6129,"Fluviatiler Feststofftransport","Mittel","Steiermark","Gaschbach",1999,5,29,482022,376409,"105550"
6130,"Fluviatiler Feststofftransport","Mittel","Steiermark","Hammerbach",1999,5,29,481741,379040,"105499"
6131,"Fluviatiler Feststofftransport","Mittel","Steiermark","Herndlbach",1999,5,29,479493,377891,"105521"
6132,"Fluviatiler Feststofftransport","Mittel","Steiermark","Moosbach",1999,5,29,479005,376374,"105523"
6133,"Fluviatiler Feststofftransport","Mittel","Steiermark","Scharnitzbach",1999,5,29,475108,380825,"105424"
6134,"Fluviatiler Feststofftransport","Mittel","Steiermark","Gaschbach",1998,7,23,482022,376409,"105550"
6135,"Fluviatiler Feststofftransport","Mittel","Steiermark","Moosbach",1998,7,23,479005,376374,"105523"
6139,"Fluviatiler Feststofftransport","Mittel","Steiermark","Vetterbach",2000,7,23,505781,357702,"107062"
6144,"Fluviatiler Feststofftransport","Mittel","Steiermark","Feebergbach",1997,6,11,502942,361274,"106017"
6149,"Fluviatiler Feststofftransport","Mittel","Steiermark","Reiflingbach",1997,6,11,501055,362398,"105991"
6150,"Fluviatiler Feststofftransport","Mittel","Steiermark","Wastl am Eck-Bach",1997,6,11,502215,362832,"106953"
6160,"Fluviatiler Feststofftransport","Stark","Steiermark","Wöllbach",1998,6,26,490559,365659,"107198"
6161,"Fluviatiler Feststofftransport","Stark","Steiermark","Wöllbach",1998,8,4,490559,365659,"107198"
6164,"Murgang","Gering","Steiermark","Hinterer Roancherbach",1986,4,9,485914,378460,"105522"
6169,"Fluviatiler Feststofftransport","Mittel","Steiermark","Möderbach",1998,7,23,485051,374986,"105603"
6170,"Fluviatiler Feststofftransport","Mittel","Steiermark","Möderbach",1980,8,5,485051,374986,"105603"
6196,"Fluviatiler Feststofftransport","Gering","Steiermark","Unzdorferbach",1987,NA,NA,484581,369123,"107185"
6206,"Fluviatiler Feststofftransport","Gering","Steiermark","Töringbach",1989,NA,NA,517648,378351,"105486"
6218,"Fluviatiler Feststofftransport","Mittel","Steiermark","Hirtlbach",1985,7,15,503063,373318,"105661"
6227,"Murgang","Mittel","Steiermark","Steffingerbach",1985,7,15,502118,373472,"105658"
6236,"Murgang","Mittel","Steiermark","Meranbach",2004,8,6,514655,361582,"106060"
6243,"Fluviatiler Feststofftransport","Mittel","Steiermark","Meranbach",2003,NA,NA,514655,361582,"106060"
6244,"Fluviatiler Feststofftransport","Mittel","Steiermark","Thomaserbach",2003,NA,NA,514655,361582,"106006"
6245,"Fluviatiler Feststofftransport",NA,"Steiermark","Turnerbach",2003,NA,NA,514563,362834,"106011"
6247,"Fluviatiler Feststofftransport","Stark","Steiermark","Zinkenbach",2002,2,16,507449,378378,"105427"
6249,"Fluviatiler Feststofftransport","Mittel","Steiermark","Wiednerbach",2003,NA,NA,514310,361687,"106050"
6250,"Fluviatiler Feststofftransport","Stark","Steiermark","Wiednerbach",2004,8,6,514310,361687,"106050"
6260,"Fluviatiler Feststofftransport",NA,"Steiermark","Breitwiesenbach",2005,NA,NA,518225,368051,"105796"
6261,"Fluviatiler Feststofftransport",NA,"Steiermark","Gleinbach",1989,7,4,523673,370522,"106926"
6268,"Fluviatiler Feststofftransport",NA,"Steiermark","Gleinbach",2005,NA,NA,523673,370522,"106926"
6271,"Fluviatiler Feststofftransport",NA,"Steiermark","Reiflingbach",1998,NA,NA,500082,362005,"105991"
6273,"Fluviatiler Feststofftransport",NA,"Steiermark","Reiflingbach",2006,NA,NA,499823,360999,"105991"
6293,"Fluviatiler Feststofftransport","Gering","Steiermark","Kobenzbach",1997,7,24,509381,379132,"107008"
6294,"Fluviatiler Feststofftransport",NA,"Steiermark","Kobenzbach",2002,7,16,512956,374730,"107008"
6300,"Fluviatiler Feststofftransport",NA,"Steiermark","Kobenzbach",1997,7,24,511039,377447,"107008"
6304,"Fluviatiler Feststofftransport",NA,"Steiermark","Kobenzbach",1997,7,24,511769,377164,"107008"
6459,"Fluviatiler Feststofftransport","Mittel","Steiermark","Trinkerbach",1988,8,8,442067,345633,"107058"
6460,"Fluviatiler Feststofftransport","Mittel","Steiermark","Tscheppbach",1993,NA,NA,443019,350785,"105097"
6311,"Fluviatiler Feststofftransport","Mittel","Steiermark","Schönbergbach",1996,4,NA,507930,371329,"107160"
6319,"Fluviatiler Feststofftransport","Gering","Steiermark","Leibmingbach",1999,NA,NA,522144,374169,"105657"
6334,"Fluviatiler Feststofftransport","Gering","Steiermark","Fischgrabenbach",1989,NA,NA,516399,378461,"105538"
6335,"Fluviatiler Feststofftransport",NA,"Steiermark","Töringbach",1989,NA,NA,517648,378351,"105486"
6337,"Fluviatiler Feststofftransport","Mittel","Steiermark","Leissingbach",1995,6,21,513935,377760,"105554"
6338,"Fluviatiler Feststofftransport",NA,"Steiermark","Leissingbach",1989,6,11,513935,377760,"105554"
6340,"Murgang","Mittel","Steiermark","Sankt Mareiner Feuerbach",1989,7,11,514862,378476,"105567"
6344,"Fluviatiler Feststofftransport","Gering","Steiermark","Hinterburgerbach Süd",1998,6,26,471947,363798,"105866"
6365,"Murgang",NA,"Steiermark","Etrachbach",1998,7,23,448386,370695,"105610"
6369,"Fluviatiler Feststofftransport",NA,"Steiermark","Weyrerbach",2002,NA,NA,469165,352049,"106243"
6376,"Fluviatiler Feststofftransport","Gering","Steiermark","Priewaldbach",2002,8,NA,467921,349048,"107859"
6378,"Fluviatiler Feststofftransport","Stark","Steiermark","Probsterbach",2002,NA,NA,468339,354750,"107084"
6382,"Fluviatiler Feststofftransport",NA,"Steiermark","Talbach",2005,NA,NA,471242,352256,"106965"
6387,"Fluviatiler Feststofftransport",NA,"Steiermark","Vorderer Grabenbergbach",1988,NA,NA,466476,353569,"107116"
6388,"Fluviatiler Feststofftransport","Mittel","Steiermark","Grabenbergbach",2003,8,28,467702,352977,"106220"
6389,"Fluviatiler Feststofftransport","Mittel","Steiermark","Probsterbach",2003,8,28,468339,354750,"107084"
6390,"Fluviatiler Feststofftransport","Mittel","Steiermark","Talbach",2003,8,28,471242,352256,"106965"
6391,"Fluviatiler Feststofftransport","Mittel","Steiermark","Vorderer Grabenbergbach",2003,8,28,466970,353608,"107116"
6418,"Fluviatiler Feststofftransport","Mittel","Steiermark","Schöttlbach",1998,6,26,472311,369064,"105457"
6419,"Fluviatiler Feststofftransport","Mittel","Steiermark","Schöttlbach",1998,7,23,472311,369064,"105457"
6420,"Fluviatiler Feststofftransport",NA,"Steiermark","Schöttlbach",1999,8,5,472311,369064,"105457"
6424,"Fluviatiler Feststofftransport","Mittel","Steiermark","Bromachbach",1996,4,28,474224,367653,"105780"
6426,"Fluviatiler Feststofftransport","Gering","Steiermark","Kirchbergbach",1997,7,24,472207,367466,"105775"
6427,"Fluviatiler Feststofftransport",NA,"Steiermark","Rothenfelsbach",1996,7,28,472596,367153,"107203"
6431,"Fluviatiler Feststofftransport",NA,"Steiermark","Schmiedbognerbach, Bischofgraben",1997,7,24,471258,368811,"105733"
6434,"Fluviatiler Feststofftransport","Stark","Steiermark","Bromachbach",1998,6,26,474055,367442,"105780"
6438,"Fluviatiler Feststofftransport",NA,"Steiermark","Raimingbach",2002,NA,NA,475574,363781,"105942"
6439,"Fluviatiler Feststofftransport",NA,"Steiermark","Roßtrattenbach",2006,NA,NA,477865,364404,"105829"
6440,"Fluviatiler Feststofftransport",NA,"Steiermark","Schöttlbach",1998,NA,NA,472867,369233,"105457"
6441,"Fluviatiler Feststofftransport",NA,"Steiermark","Schöttlbach",1997,NA,NA,471264,374105,"105457"
6471,"Fluviatiler Feststofftransport",NA,"Steiermark","Wassermannbach",1995,7,NA,461777,361611,"105058"
6472,"Fluviatiler Feststofftransport",NA,"Steiermark","Wassermannbach",2000,6,NA,461777,361611,"105058"
6475,"Fluviatiler Feststofftransport","Mittel","Steiermark","Siechenbach",2007,8,NA,460800,363786,"105917"
6476,"Fluviatiler Feststofftransport",NA,"Steiermark","Hanslthomabach",2007,NA,NA,460907,362872,"105932"
6485,"Fluviatiler Feststofftransport",NA,"Steiermark","Schöderbach",2002,6,27,454223,367762,"105640"
6486,"Fluviatiler Feststofftransport",NA,"Steiermark","Kirchenbach",2002,6,27,458495,365851,"105807"
6488,"Fluviatiler Feststofftransport",NA,"Steiermark","Kirchenbach",2002,7,15,458495,365851,"105807"
6489,"Fluviatiler Feststofftransport",NA,"Steiermark","Schöderbach",2002,7,15,454223,367762,"105640"
6497,"Murgang",NA,"Steiermark","Wöhrybach",1999,NA,NA,476607,364798,"105909"
6505,"Fluviatiler Feststofftransport","Gering","Steiermark","Feldernbach",2005,NA,NA,457698,357347,"106123"
6510,"Murgang",NA,"Steiermark","Lorenzerbach",1984,5,21,457692,352630,"106162"
6523,"Fluviatiler Feststofftransport",NA,"Steiermark","Schwarzenbach",2002,8,26,474577,351291,"106982"
6524,"Fluviatiler Feststofftransport",NA,"Steiermark","Schwarzenbach",2003,8,28,474577,351291,"106982"
6525,"Fluviatiler Feststofftransport",NA,"Steiermark","Kühbach",2003,8,28,471950,353506,"106210"
6526,"Fluviatiler Feststofftransport",NA,"Steiermark","Klammbach",2003,8,28,473143,353344,"107114"
6527,"Fluviatiler Feststofftransport",NA,"Steiermark","Weissenbach",2003,8,28,473143,353344,"106221"
6554,"Fluviatiler Feststofftransport",NA,"Steiermark","Glanzbach",1981,NA,NA,466238,362694,"105930"
6555,"Fluviatiler Feststofftransport",NA,"Steiermark","Glanzbach",1989,NA,NA,466238,362694,"105930"
6558,"Murgang",NA,"Steiermark","Eselsbergerbach",1982,NA,NA,465115,367912,"105530"
6559,"Murgang",NA,"Steiermark","Eselsbergerbach",1984,NA,NA,465115,367912,"105530"
6560,"Fluviatiler Feststofftransport",NA,"Steiermark","Grubenbauerbach",1990,NA,NA,465090,366281,"105821"
6561,"Fluviatiler Feststofftransport",NA,"Steiermark","Grubenbauerbach",1996,NA,NA,465090,366281,"105821"
6562,"Fluviatiler Feststofftransport",NA,"Steiermark","Grubenbauerbach",1999,8,7,465090,366281,"105821"
6570,"Fluviatiler Feststofftransport","Gering","Steiermark","Nickelbergerbach",1999,8,NA,463731,364258,"105874"
6573,"Fluviatiler Feststofftransport",NA,"Steiermark","Urtlbach",1999,8,7,465647,366110,"105806"
6576,"Fluviatiler Feststofftransport",NA,"Steiermark","Wiedenhoferbach",1999,8,5,466952,366413,"107217"
6577,"Fluviatiler Feststofftransport",NA,"Steiermark","Wibingbach",1999,8,5,469473,364569,"105889"
6578,"Fluviatiler Feststofftransport",NA,"Steiermark","Urtlbach",1999,8,5,465647,366110,"105806"
6579,"Fluviatiler Feststofftransport",NA,"Steiermark","Feistritzbach",1999,8,5,460647,369845,"105627"
6580,"Fluviatiler Feststofftransport",NA,"Steiermark","Eselsbergerbach",1999,8,5,465269,370422,"105530"
6582,"Fluviatiler Feststofftransport","Mittel","Steiermark","Allgaubach",1994,8,NA,453590,359751,"106957"
6588,"Murgang",NA,"Steiermark","Oberwiesenbach",1993,10,24,452188,354982,"106170"
6589,"Murgang",NA,"Steiermark","Oberwiesenbach",2002,8,11,452188,354982,"106170"
6591,"Fluviatiler Feststofftransport",NA,"Steiermark","Tschauböckbach",2005,NA,NA,449260,352131,"106987"
6592,"Fluviatiler Feststofftransport",NA,"Steiermark","Moserbach",1995,10,2,448822,356360,"106115"
6593,"Fluviatiler Feststofftransport",NA,"Steiermark","Kühbauerbach",1981,NA,NA,466974,358682,"106054"
6594,"Fluviatiler Feststofftransport",NA,"Steiermark","Perschlbach",1981,8,NA,464492,359771,"106001"
6595,"Fluviatiler Feststofftransport",NA,"Steiermark","Steinplattenbach",1990,NA,NA,478683,359155,"107250"
6597,"Fluviatiler Feststofftransport",NA,"Steiermark","Moosplattenbach",2004,NA,NA,477524,358840,"106679"
6598,"Fluviatiler Feststofftransport",NA,"Steiermark","Moosplattenbach",2005,NA,NA,477524,358840,"106679"
6600,"Fluviatiler Feststofftransport",NA,"Steiermark","Eschlerbauernbach",1980,NA,NA,479468,359976,"106084"
6603,"Fluviatiler Feststofftransport","Gering","Steiermark","Hintereggerbach",1999,NA,NA,468221,368183,"106626"
